id,user_id,age,consent_commercial,consent_research,created_at_in_epoch,created_at,current_language,described_identity,first_language,gender,phone_model,id,user_id_num,audio_id,string_id,affect,last_modified,phone_position,id,audio_id,chunk_name,script,file_location,file_name,shout_level
149,user_64e22cbb-9b8d-4f3f-a35e-a224df73d9d2,40-60,t,t,1649615601,"Sun, 10 Apr 2022 18:33:21 +0000",English,,English,Man,Samsung,818,149,shout_data_0d00ee4e-3e66-4a72-ac20-5f8808e75ade.wav,user_64e22cbb-9b8d-4f3f-a35e-a224df73d9d2,disgust,"Tue, 02 Aug 2022 04:12:10 +0000",Hold your phone next to your face but with the mic/phone facing away from your face 2/19,24767,818,/final/chunk10.wav,snow meteor down the chimney,shout-data\shout-data\shout_data_0d00ee4e-3e66-4a72-ac20-5f8808e75ade\final\chunk10.wav,/media/data/shout-data/shout_data_0d00ee4e-3e66-4a72-ac20-5f8808e75ade.wav,shout 
149,user_64e22cbb-9b8d-4f3f-a35e-a224df73d9d2,40-60,t,t,1649615601,"Sun, 10 Apr 2022 18:33:21 +0000",English,,English,Man,Samsung,818,149,shout_data_0d00ee4e-3e66-4a72-ac20-5f8808e75ade.wav,user_64e22cbb-9b8d-4f3f-a35e-a224df73d9d2,disgust,"Tue, 02 Aug 2022 04:12:10 +0000",Hold your phone next to your face but with the mic/phone facing away from your face 2/19,24768,818,/final/chunk20.wav,snow meteor down the chimney,shout-data\shout-data\shout_data_0d00ee4e-3e66-4a72-ac20-5f8808e75ade\final\chunk20.wav,/media/data/shout-data/shout_data_0d00ee4e-3e66-4a72-ac20-5f8808e75ade.wav,no-shout
149,user_64e22cbb-9b8d-4f3f-a35e-a224df73d9d2,40-60,t,t,1649615601,"Sun, 10 Apr 2022 18:33:21 +0000",English,,English,Man,Samsung,818,149,shout_data_0d00ee4e-3e66-4a72-ac20-5f8808e75ade.wav,user_64e22cbb-9b8d-4f3f-a35e-a224df73d9d2,disgust,"Tue, 02 Aug 2022 04:12:10 +0000",Hold your phone next to your face but with the mic/phone facing away from your face 2/19,24769,818,/final/chunk30.wav,snow meteor down the chimney,shout-data\shout-data\shout_data_0d00ee4e-3e66-4a72-ac20-5f8808e75ade\final\chunk30.wav,/media/data/shout-data/shout_data_0d00ee4e-3e66-4a72-ac20-5f8808e75ade.wav,no-shout
95,user_1fac2101-a84c-4e2a-84eb-4415f5842262,25-39,t,t,1654823230,"Fri, 10 Jun 2022 01:07:10 +0000",English,,English,Woman,Samsung,1572,95,shout_data_0d31a59f-23d4-470c-8fae-dbced593d28e.wav,user_1fac2101-a84c-4e2a-84eb-4415f5842262,disgust,"Tue, 02 Aug 2022 04:12:11 +0000",Hold your phone next to your hip with your hand covering the mic 5/19,24397,1572,/final/chunk11.wav,the thunder break craze,shout-data\shout-data\shout_data_0d31a59f-23d4-470c-8fae-dbced593d28e\final\chunk11.wav,/media/data/shout-data/shout_data_0d31a59f-23d4-470c-8fae-dbced593d28e.wav,shout 
95,user_1fac2101-a84c-4e2a-84eb-4415f5842262,25-39,t,t,1654823230,"Fri, 10 Jun 2022 01:07:10 +0000",English,,English,Woman,Samsung,1572,95,shout_data_0d31a59f-23d4-470c-8fae-dbced593d28e.wav,user_1fac2101-a84c-4e2a-84eb-4415f5842262,disgust,"Tue, 02 Aug 2022 04:12:11 +0000",Hold your phone next to your hip with your hand covering the mic 5/19,24398,1572,/final/chunk20.wav,the thunder break craze,shout-data\shout-data\shout_data_0d31a59f-23d4-470c-8fae-dbced593d28e\final\chunk20.wav,/media/data/shout-data/shout_data_0d31a59f-23d4-470c-8fae-dbced593d28e.wav,shout 
95,user_1fac2101-a84c-4e2a-84eb-4415f5842262,25-39,t,t,1654823230,"Fri, 10 Jun 2022 01:07:10 +0000",English,,English,Woman,Samsung,1572,95,shout_data_0d31a59f-23d4-470c-8fae-dbced593d28e.wav,user_1fac2101-a84c-4e2a-84eb-4415f5842262,disgust,"Tue, 02 Aug 2022 04:12:11 +0000",Hold your phone next to your hip with your hand covering the mic 5/19,24401,1572,/final/chunk41.wav,the thunder break craze,shout-data\shout-data\shout_data_0d31a59f-23d4-470c-8fae-dbced593d28e\final\chunk41.wav,/media/data/shout-data/shout_data_0d31a59f-23d4-470c-8fae-dbced593d28e.wav,no-shout
150,user_a7ee909a-815d-4073-8781-79aaccfe3f09,25-39,t,t,1646908109,"Thu, 10 Mar 2022 10:28:29 +0000",English,,English,Woman,iPhone 12,2970,150,shout_data_0d65213e-16c6-46c0-be12-707a83261cef.wav,user_a7ee909a-815d-4073-8781-79aaccfe3f09,anger,"Tue, 02 Aug 2022 04:12:12 +0000",Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,28366,2970,/final/chunka.wav,banana and mustard sandwiches,shout-data\shout-data\shout_data_0d65213e-16c6-46c0-be12-707a83261cef\final\chunka.wav,/media/data/shout-data/shout_data_0d65213e-16c6-46c0-be12-707a83261cef.wav,no-shout
150,user_a7ee909a-815d-4073-8781-79aaccfe3f09,25-39,t,t,1646908109,"Thu, 10 Mar 2022 10:28:29 +0000",English,,English,Woman,iPhone 12,2970,150,shout_data_0d65213e-16c6-46c0-be12-707a83261cef.wav,user_a7ee909a-815d-4073-8781-79aaccfe3f09,anger,"Tue, 02 Aug 2022 04:12:12 +0000",Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,28367,2970,/final/chunkb.wav,banana and mustard sandwiches,shout-data\shout-data\shout_data_0d65213e-16c6-46c0-be12-707a83261cef\final\chunkb.wav,/media/data/shout-data/shout_data_0d65213e-16c6-46c0-be12-707a83261cef.wav,shout 
150,user_a7ee909a-815d-4073-8781-79aaccfe3f09,25-39,t,t,1646908109,"Thu, 10 Mar 2022 10:28:29 +0000",English,,English,Woman,iPhone 12,2970,150,shout_data_0d65213e-16c6-46c0-be12-707a83261cef.wav,user_a7ee909a-815d-4073-8781-79aaccfe3f09,anger,"Tue, 02 Aug 2022 04:12:12 +0000",Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,28368,2970,/final/chunkc.wav,banana and mustard sandwiches,shout-data\shout-data\shout_data_0d65213e-16c6-46c0-be12-707a83261cef\final\chunkc.wav,/media/data/shout-data/shout_data_0d65213e-16c6-46c0-be12-707a83261cef.wav,shout 
26,user_8f564685-354f-48fb-8cb9-7acd77d1200e,18-24,t,t,1654320197,"Sat, 04 Jun 2022 05:23:17 +0000",English,,Chinese,Woman,Iphone X,2976,26,shout_data_0d8eab28-0b14-4d3c-9271-7c4d843e787f.wav,user_8f564685-354f-48fb-8cb9-7acd77d1200e,disgust,"Tue, 02 Aug 2022 04:12:13 +0000",Hold your phone next to your hip with your hand covering the mic 5/19,28372,2976,/final/chunka.wav,another dog secretary show,shout-data\shout-data\shout_data_0d8eab28-0b14-4d3c-9271-7c4d843e787f\final\chunka.wav,/media/data/shout-data/shout_data_0d8eab28-0b14-4d3c-9271-7c4d843e787f.wav,no-shout
26,user_8f564685-354f-48fb-8cb9-7acd77d1200e,18-24,t,t,1654320197,"Sat, 04 Jun 2022 05:23:17 +0000",English,,Chinese,Woman,Iphone X,2976,26,shout_data_0d8eab28-0b14-4d3c-9271-7c4d843e787f.wav,user_8f564685-354f-48fb-8cb9-7acd77d1200e,disgust,"Tue, 02 Aug 2022 04:12:13 +0000",Hold your phone next to your hip with your hand covering the mic 5/19,28373,2976,/final/chunkb.wav,another dog secretary show,shout-data\shout-data\shout_data_0d8eab28-0b14-4d3c-9271-7c4d843e787f\final\chunkb.wav,/media/data/shout-data/shout_data_0d8eab28-0b14-4d3c-9271-7c4d843e787f.wav,no-shout
26,user_8f564685-354f-48fb-8cb9-7acd77d1200e,18-24,t,t,1654320197,"Sat, 04 Jun 2022 05:23:17 +0000",English,,Chinese,Woman,Iphone X,2976,26,shout_data_0d8eab28-0b14-4d3c-9271-7c4d843e787f.wav,user_8f564685-354f-48fb-8cb9-7acd77d1200e,disgust,"Tue, 02 Aug 2022 04:12:13 +0000",Hold your phone next to your hip with your hand covering the mic 5/19,28374,2976,/final/chunkc.wav,another dog secretary show,shout-data\shout-data\shout_data_0d8eab28-0b14-4d3c-9271-7c4d843e787f\final\chunkc.wav,/media/data/shout-data/shout_data_0d8eab28-0b14-4d3c-9271-7c4d843e787f.wav,shout 
89,user_ea623111-8a10-45da-a7cc-7fbf32b1e454,25-39,t,t,1656371411,"Mon, 27 Jun 2022 23:10:11 +0000",English,,Hindi,Woman,iPhone XR,363,89,shout_data_0df16d90-8c30-495e-afd3-58aec129a5eb.wav,user_ea623111-8a10-45da-a7cc-7fbf32b1e454,anger,"Tue, 02 Aug 2022 04:12:13 +0000",Place phone as far away as possible while on on the opposite side of a wall from you face down on a hard surface 17/19,25194,363,/final/chunk20.wav,another dog secretary show,shout-data\shout-data\shout_data_0df16d90-8c30-495e-afd3-58aec129a5eb\final\chunk20.wav,/media/data/shout-data/shout_data_0df16d90-8c30-495e-afd3-58aec129a5eb.wav,shout 
89,user_ea623111-8a10-45da-a7cc-7fbf32b1e454,25-39,t,t,1656371411,"Mon, 27 Jun 2022 23:10:11 +0000",English,,Hindi,Woman,iPhone XR,363,89,shout_data_0df16d90-8c30-495e-afd3-58aec129a5eb.wav,user_ea623111-8a10-45da-a7cc-7fbf32b1e454,anger,"Tue, 02 Aug 2022 04:12:13 +0000",Place phone as far away as possible while on on the opposite side of a wall from you face down on a hard surface 17/19,25195,363,/final/chunk30.wav,another dog secretary show,shout-data\shout-data\shout_data_0df16d90-8c30-495e-afd3-58aec129a5eb\final\chunk30.wav,/media/data/shout-data/shout_data_0df16d90-8c30-495e-afd3-58aec129a5eb.wav,no-shout
89,user_ea623111-8a10-45da-a7cc-7fbf32b1e454,25-39,t,t,1656371411,"Mon, 27 Jun 2022 23:10:11 +0000",English,,Hindi,Woman,iPhone XR,363,89,shout_data_0df16d90-8c30-495e-afd3-58aec129a5eb.wav,user_ea623111-8a10-45da-a7cc-7fbf32b1e454,anger,"Tue, 02 Aug 2022 04:12:13 +0000",Place phone as far away as possible while on on the opposite side of a wall from you face down on a hard surface 17/19,25196,363,/final/chunk40.wav,another dog secretary show,shout-data\shout-data\shout_data_0df16d90-8c30-495e-afd3-58aec129a5eb\final\chunk40.wav,/media/data/shout-data/shout_data_0df16d90-8c30-495e-afd3-58aec129a5eb.wav,no-shout
161,user_c3dc098c-827b-4810-a747-6592a937e9f4,60 and over,t,t,1651587497,"Tue, 03 May 2022 14:18:17 +0000",English,,English,Woman,Iphone 13,2985,161,shout_data_0e1475d3-503b-4578-b0e0-397baca68501.wav,user_c3dc098c-827b-4810-a747-6592a937e9f4,joy,"Tue, 02 Aug 2022 04:12:14 +0000",Place phone as far away as possible while on on the opposite side of a wall from you face down on a hard surface 17/19,28381,2985,/final/chunka.wav,ripped ocean jumper,shout-data\shout-data\shout_data_0e1475d3-503b-4578-b0e0-397baca68501\final\chunka.wav,/media/data/shout-data/shout_data_0e1475d3-503b-4578-b0e0-397baca68501.wav,no-shout
161,user_c3dc098c-827b-4810-a747-6592a937e9f4,60 and over,t,t,1651587497,"Tue, 03 May 2022 14:18:17 +0000",English,,English,Woman,Iphone 13,2985,161,shout_data_0e1475d3-503b-4578-b0e0-397baca68501.wav,user_c3dc098c-827b-4810-a747-6592a937e9f4,joy,"Tue, 02 Aug 2022 04:12:14 +0000",Place phone as far away as possible while on on the opposite side of a wall from you face down on a hard surface 17/19,28382,2985,/final/chunkb.wav,ripped ocean jumper,shout-data\shout-data\shout_data_0e1475d3-503b-4578-b0e0-397baca68501\final\chunkb.wav,/media/data/shout-data/shout_data_0e1475d3-503b-4578-b0e0-397baca68501.wav,no-shout
161,user_c3dc098c-827b-4810-a747-6592a937e9f4,60 and over,t,t,1651587497,"Tue, 03 May 2022 14:18:17 +0000",English,,English,Woman,Iphone 13,2985,161,shout_data_0e1475d3-503b-4578-b0e0-397baca68501.wav,user_c3dc098c-827b-4810-a747-6592a937e9f4,joy,"Tue, 02 Aug 2022 04:12:14 +0000",Place phone as far away as possible while on on the opposite side of a wall from you face down on a hard surface 17/19,28383,2985,/final/chunkc.wav,ripped ocean jumper,shout-data\shout-data\shout_data_0e1475d3-503b-4578-b0e0-397baca68501\final\chunkc.wav,/media/data/shout-data/shout_data_0e1475d3-503b-4578-b0e0-397baca68501.wav,shout 
12,user_dc82d064-aaa1-4305-8453-48a33bec8d8f,18-24,t,t,1656356063,"Mon, 27 Jun 2022 18:54:23 +0000",English,,English,Non-Binary,iPhone SE,558,12,shout_data_0e22cef0-7881-412f-97d6-0c7aa030f240.wav,user_dc82d064-aaa1-4305-8453-48a33bec8d8f,sadness,"Tue, 02 Aug 2022 04:12:15 +0000",Place phone 1-2 meters away face down on a soft surface 10/19,22329,558,/final/chunk30.wav,snow meteor down the chimney,shout-data\shout-data\shout_data_0e22cef0-7881-412f-97d6-0c7aa030f240\final\chunk30.wav,/media/data/shout-data/shout_data_0e22cef0-7881-412f-97d6-0c7aa030f240.wav,shout 
12,user_dc82d064-aaa1-4305-8453-48a33bec8d8f,18-24,t,t,1656356063,"Mon, 27 Jun 2022 18:54:23 +0000",English,,English,Non-Binary,iPhone SE,558,12,shout_data_0e22cef0-7881-412f-97d6-0c7aa030f240.wav,user_dc82d064-aaa1-4305-8453-48a33bec8d8f,sadness,"Tue, 02 Aug 2022 04:12:15 +0000",Place phone 1-2 meters away face down on a soft surface 10/19,22330,558,/final/chunk40.wav,snow meteor down the chimney,shout-data\shout-data\shout_data_0e22cef0-7881-412f-97d6-0c7aa030f240\final\chunk40.wav,/media/data/shout-data/shout_data_0e22cef0-7881-412f-97d6-0c7aa030f240.wav,no-shout
12,user_dc82d064-aaa1-4305-8453-48a33bec8d8f,18-24,t,t,1656356063,"Mon, 27 Jun 2022 18:54:23 +0000",English,,English,Non-Binary,iPhone SE,558,12,shout_data_0e22cef0-7881-412f-97d6-0c7aa030f240.wav,user_dc82d064-aaa1-4305-8453-48a33bec8d8f,sadness,"Tue, 02 Aug 2022 04:12:15 +0000",Place phone 1-2 meters away face down on a soft surface 10/19,22332,558,/final/chunk60.wav,snow meteor down the chimney,shout-data\shout-data\shout_data_0e22cef0-7881-412f-97d6-0c7aa030f240\final\chunk60.wav,/media/data/shout-data/shout_data_0e22cef0-7881-412f-97d6-0c7aa030f240.wav,no-shout
23,user_7e145251-58cd-4729-bf9f-56cb5d673c0b,18-24,t,t,1650662603,"Fri, 22 Apr 2022 21:23:23 +0000",English,,English,Woman,Iphone,907,23,shout_data_0e3dc1ec-21a7-4ba0-870a-c6b29ec1ecb9.wav,user_7e145251-58cd-4729-bf9f-56cb5d673c0b,neutral,"Tue, 02 Aug 2022 04:12:16 +0000",Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,19808,907,/final/chunk00.wav,heavy undersea birthday pumpkins,shout-data\shout-data\shout_data_0e3dc1ec-21a7-4ba0-870a-c6b29ec1ecb9\final\chunk00.wav,/media/data/shout-data/shout_data_0e3dc1ec-21a7-4ba0-870a-c6b29ec1ecb9.wav,shout 
23,user_7e145251-58cd-4729-bf9f-56cb5d673c0b,18-24,t,t,1650662603,"Fri, 22 Apr 2022 21:23:23 +0000",English,,English,Woman,Iphone,907,23,shout_data_0e3dc1ec-21a7-4ba0-870a-c6b29ec1ecb9.wav,user_7e145251-58cd-4729-bf9f-56cb5d673c0b,neutral,"Tue, 02 Aug 2022 04:12:16 +0000",Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,19811,907,/final/chunk31.wav,heavy undersea birthday pumpkins,shout-data\shout-data\shout_data_0e3dc1ec-21a7-4ba0-870a-c6b29ec1ecb9\final\chunk31.wav,/media/data/shout-data/shout_data_0e3dc1ec-21a7-4ba0-870a-c6b29ec1ecb9.wav,no-shout
23,user_7e145251-58cd-4729-bf9f-56cb5d673c0b,18-24,t,t,1650662603,"Fri, 22 Apr 2022 21:23:23 +0000",English,,English,Woman,Iphone,907,23,shout_data_0e3dc1ec-21a7-4ba0-870a-c6b29ec1ecb9.wav,user_7e145251-58cd-4729-bf9f-56cb5d673c0b,neutral,"Tue, 02 Aug 2022 04:12:16 +0000",Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,19813,907,/final/chunk50.wav,heavy undersea birthday pumpkins,shout-data\shout-data\shout_data_0e3dc1ec-21a7-4ba0-870a-c6b29ec1ecb9\final\chunk50.wav,/media/data/shout-data/shout_data_0e3dc1ec-21a7-4ba0-870a-c6b29ec1ecb9.wav,shout 
153,user_6be9b3dc-3ba7-4078-a443-181248b99a4f,25-39,t,t,1655662905,"Sun, 19 Jun 2022 18:21:45 +0000",English,,English,Woman,Iphone,2988,153,shout_data_0e7b45c1-7d64-49a8-830a-509712826f3a.wav,user_6be9b3dc-3ba7-4078-a443-181248b99a4f,surprise,"Tue, 02 Aug 2022 04:12:17 +0000",Place phone on the opposite side of the room face down on a hard surface 13/19,28384,2988,/final/chunka.wav,the thunder break craze,shout-data\shout-data\shout_data_0e7b45c1-7d64-49a8-830a-509712826f3a\final\chunka.wav,/media/data/shout-data/shout_data_0e7b45c1-7d64-49a8-830a-509712826f3a.wav,no-shout
153,user_6be9b3dc-3ba7-4078-a443-181248b99a4f,25-39,t,t,1655662905,"Sun, 19 Jun 2022 18:21:45 +0000",English,,English,Woman,Iphone,2988,153,shout_data_0e7b45c1-7d64-49a8-830a-509712826f3a.wav,user_6be9b3dc-3ba7-4078-a443-181248b99a4f,surprise,"Tue, 02 Aug 2022 04:12:17 +0000",Place phone on the opposite side of the room face down on a hard surface 13/19,28385,2988,/final/chunkb.wav,the thunder break craze,shout-data\shout-data\shout_data_0e7b45c1-7d64-49a8-830a-509712826f3a\final\chunkb.wav,/media/data/shout-data/shout_data_0e7b45c1-7d64-49a8-830a-509712826f3a.wav,shout 
153,user_6be9b3dc-3ba7-4078-a443-181248b99a4f,25-39,t,t,1655662905,"Sun, 19 Jun 2022 18:21:45 +0000",English,,English,Woman,Iphone,2988,153,shout_data_0e7b45c1-7d64-49a8-830a-509712826f3a.wav,user_6be9b3dc-3ba7-4078-a443-181248b99a4f,surprise,"Tue, 02 Aug 2022 04:12:17 +0000",Place phone on the opposite side of the room face down on a hard surface 13/19,28386,2988,/final/chunkc.wav,the thunder break craze,shout-data\shout-data\shout_data_0e7b45c1-7d64-49a8-830a-509712826f3a\final\chunkc.wav,/media/data/shout-data/shout_data_0e7b45c1-7d64-49a8-830a-509712826f3a.wav,shout 
138,user_f39f7456-112f-4b99-ad53-9ac2b4dd3204,25-39,t,t,1646795098,"Wed, 09 Mar 2022 03:04:58 +0000",English,,Tagalog,Woman,Iphone11,2991,138,shout_data_0e9a8f6d-c674-45ad-a84a-dccc9813b894.wav,user_f39f7456-112f-4b99-ad53-9ac2b4dd3204,joy,"Tue, 02 Aug 2022 04:12:17 +0000",Place phone on the opposite side of the room in a bag 15/19,28387,2991,/final/chunka.wav,five special guest treasures,shout-data\shout-data\shout_data_0e9a8f6d-c674-45ad-a84a-dccc9813b894\final\chunka.wav,/media/data/shout-data/shout_data_0e9a8f6d-c674-45ad-a84a-dccc9813b894.wav,no-shout
138,user_f39f7456-112f-4b99-ad53-9ac2b4dd3204,25-39,t,t,1646795098,"Wed, 09 Mar 2022 03:04:58 +0000",English,,Tagalog,Woman,Iphone11,2991,138,shout_data_0e9a8f6d-c674-45ad-a84a-dccc9813b894.wav,user_f39f7456-112f-4b99-ad53-9ac2b4dd3204,joy,"Tue, 02 Aug 2022 04:12:17 +0000",Place phone on the opposite side of the room in a bag 15/19,28388,2991,/final/chunkb.wav,five special guest treasures,shout-data\shout-data\shout_data_0e9a8f6d-c674-45ad-a84a-dccc9813b894\final\chunkb.wav,/media/data/shout-data/shout_data_0e9a8f6d-c674-45ad-a84a-dccc9813b894.wav,shout 
138,user_f39f7456-112f-4b99-ad53-9ac2b4dd3204,25-39,t,t,1646795098,"Wed, 09 Mar 2022 03:04:58 +0000",English,,Tagalog,Woman,Iphone11,2991,138,shout_data_0e9a8f6d-c674-45ad-a84a-dccc9813b894.wav,user_f39f7456-112f-4b99-ad53-9ac2b4dd3204,joy,"Tue, 02 Aug 2022 04:12:17 +0000",Place phone on the opposite side of the room in a bag 15/19,28389,2991,/final/chunkc.wav,five special guest treasures,shout-data\shout-data\shout_data_0e9a8f6d-c674-45ad-a84a-dccc9813b894\final\chunkc.wav,/media/data/shout-data/shout_data_0e9a8f6d-c674-45ad-a84a-dccc9813b894.wav,shout 
16,user_f14298c7-4084-4074-a818-f1ce7972fa73,25-39,t,t,1655783993,"Tue, 21 Jun 2022 03:59:53 +0000",English,,English,Man,iPhone SE 2020 Model,63,16,shout_data_0e9cebb0-5367-40b5-a63a-9ae2279f187b.wav,user_f14298c7-4084-4074-a818-f1ce7972fa73,disgust,"Tue, 02 Aug 2022 04:12:18 +0000",Hold your phone next to your face but with the mic/phone facing away from your face 2/19,25840,63,/final/chunk21.wav,birds make new jingles,shout-data\shout-data\shout_data_0e9cebb0-5367-40b5-a63a-9ae2279f187b\final\chunk21.wav,/media/data/shout-data/shout_data_0e9cebb0-5367-40b5-a63a-9ae2279f187b.wav,shout 
16,user_f14298c7-4084-4074-a818-f1ce7972fa73,25-39,t,t,1655783993,"Tue, 21 Jun 2022 03:59:53 +0000",English,,English,Man,iPhone SE 2020 Model,63,16,shout_data_0e9cebb0-5367-40b5-a63a-9ae2279f187b.wav,user_f14298c7-4084-4074-a818-f1ce7972fa73,disgust,"Tue, 02 Aug 2022 04:12:18 +0000",Hold your phone next to your face but with the mic/phone facing away from your face 2/19,25841,63,/final/chunk30.wav,a bird makes new jingles,shout-data\shout-data\shout_data_0e9cebb0-5367-40b5-a63a-9ae2279f187b\final\chunk30.wav,/media/data/shout-data/shout_data_0e9cebb0-5367-40b5-a63a-9ae2279f187b.wav,no-shout
16,user_f14298c7-4084-4074-a818-f1ce7972fa73,25-39,t,t,1655783993,"Tue, 21 Jun 2022 03:59:53 +0000",English,,English,Man,iPhone SE 2020 Model,63,16,shout_data_0e9cebb0-5367-40b5-a63a-9ae2279f187b.wav,user_f14298c7-4084-4074-a818-f1ce7972fa73,disgust,"Tue, 02 Aug 2022 04:12:18 +0000",Hold your phone next to your face but with the mic/phone facing away from your face 2/19,25843,63,/final/chunk41.wav,a bird makes new jingles,shout-data\shout-data\shout_data_0e9cebb0-5367-40b5-a63a-9ae2279f187b\final\chunk41.wav,/media/data/shout-data/shout_data_0e9cebb0-5367-40b5-a63a-9ae2279f187b.wav,shout 
143,user_c64a411a-45cc-4d3f-b7a3-fccb3e6b4c63,25-39,t,t,1653312769,"Mon, 23 May 2022 13:32:49 +0000",English,,French,Woman,Samsung,2994,143,shout_data_0ebbf82d-8783-4b75-b2bd-08eef41e5969.wav,user_c64a411a-45cc-4d3f-b7a3-fccb3e6b4c63,sadness,"Tue, 02 Aug 2022 04:12:19 +0000",Place phone 1-2 meters away in a bag 11/19,28390,2994,/final/chunka.wav,five special guest treasures,shout-data\shout-data\shout_data_0ebbf82d-8783-4b75-b2bd-08eef41e5969\final\chunka.wav,/media/data/shout-data/shout_data_0ebbf82d-8783-4b75-b2bd-08eef41e5969.wav,no-shout
143,user_c64a411a-45cc-4d3f-b7a3-fccb3e6b4c63,25-39,t,t,1653312769,"Mon, 23 May 2022 13:32:49 +0000",English,,French,Woman,Samsung,2994,143,shout_data_0ebbf82d-8783-4b75-b2bd-08eef41e5969.wav,user_c64a411a-45cc-4d3f-b7a3-fccb3e6b4c63,sadness,"Tue, 02 Aug 2022 04:12:19 +0000",Place phone 1-2 meters away in a bag 11/19,28391,2994,/final/chunkb.wav,five special guest treasures,shout-data\shout-data\shout_data_0ebbf82d-8783-4b75-b2bd-08eef41e5969\final\chunkb.wav,/media/data/shout-data/shout_data_0ebbf82d-8783-4b75-b2bd-08eef41e5969.wav,no-shout
143,user_c64a411a-45cc-4d3f-b7a3-fccb3e6b4c63,25-39,t,t,1653312769,"Mon, 23 May 2022 13:32:49 +0000",English,,French,Woman,Samsung,2994,143,shout_data_0ebbf82d-8783-4b75-b2bd-08eef41e5969.wav,user_c64a411a-45cc-4d3f-b7a3-fccb3e6b4c63,sadness,"Tue, 02 Aug 2022 04:12:19 +0000",Place phone 1-2 meters away in a bag 11/19,28392,2994,/final/chunkc.wav,five special guest treasures,shout-data\shout-data\shout_data_0ebbf82d-8783-4b75-b2bd-08eef41e5969\final\chunkc.wav,/media/data/shout-data/shout_data_0ebbf82d-8783-4b75-b2bd-08eef41e5969.wav,shout 
152,user_49132191-7337-4529-83c6-c34dd6a9e829,60 and over,t,t,1651589415,"Tue, 03 May 2022 14:50:15 +0000",English,,English,Woman,iPhone 13,960,152,shout_data_0ec2abbf-14fd-4c86-9a9c-966a8a815cbe.wav,user_49132191-7337-4529-83c6-c34dd6a9e829,anger,"Tue, 02 Aug 2022 04:12:20 +0000",Place phone on the opposite side of the room in a bag 15/19,19871,960,/final/chunk30.wav,the thunder break craze,shout-data\shout-data\shout_data_0ec2abbf-14fd-4c86-9a9c-966a8a815cbe\final\chunk30.wav,/media/data/shout-data/shout_data_0ec2abbf-14fd-4c86-9a9c-966a8a815cbe.wav,no-shout
152,user_49132191-7337-4529-83c6-c34dd6a9e829,60 and over,t,t,1651589415,"Tue, 03 May 2022 14:50:15 +0000",English,,English,Woman,iPhone 13,960,152,shout_data_0ec2abbf-14fd-4c86-9a9c-966a8a815cbe.wav,user_49132191-7337-4529-83c6-c34dd6a9e829,anger,"Tue, 02 Aug 2022 04:12:20 +0000",Place phone on the opposite side of the room in a bag 15/19,19873,960,/final/chunk41.wav,the thunder break craze,shout-data\shout-data\shout_data_0ec2abbf-14fd-4c86-9a9c-966a8a815cbe\final\chunk41.wav,/media/data/shout-data/shout_data_0ec2abbf-14fd-4c86-9a9c-966a8a815cbe.wav,no-shout
152,user_49132191-7337-4529-83c6-c34dd6a9e829,60 and over,t,t,1651589415,"Tue, 03 May 2022 14:50:15 +0000",English,,English,Woman,iPhone 13,960,152,shout_data_0ec2abbf-14fd-4c86-9a9c-966a8a815cbe.wav,user_49132191-7337-4529-83c6-c34dd6a9e829,anger,"Tue, 02 Aug 2022 04:12:20 +0000",Place phone on the opposite side of the room in a bag 15/19,19876,960,/final/chunk70.wav,the thunder break craze,shout-data\shout-data\shout_data_0ec2abbf-14fd-4c86-9a9c-966a8a815cbe\final\chunk70.wav,/media/data/shout-data/shout_data_0ec2abbf-14fd-4c86-9a9c-966a8a815cbe.wav,shout 
146,user_266cbdf7-c09f-4656-b0a4-1967bd277dc1,18-24,t,t,1652955335,"Thu, 19 May 2022 10:15:35 +0000",English,,Portuguese,Woman,iPhone 11,1036,146,shout_data_0ee88694-5968-49f6-a4e1-99c9e53288a0.wav,user_266cbdf7-c09f-4656-b0a4-1967bd277dc1,disgust,"Tue, 02 Aug 2022 04:12:20 +0000",Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,25995,1036,/final/chunk01.wav,join the Ear Look club,shout-data\shout-data\shout_data_0ee88694-5968-49f6-a4e1-99c9e53288a0\final\chunk01.wav,/media/data/shout-data/shout_data_0ee88694-5968-49f6-a4e1-99c9e53288a0.wav,no-shout
