id,user_id,age,consent_commercial,consent_research,created_at_in_epoch,created_at,current_language,described_identity,first_language,gender,phone_model,id,user_id,audio_id,string_id,affect,last_modified,phone_position,file_name,id,audio_id,chunk_name,script,file_location
152,user_49132191-7337-4529-83c6-c34dd6a9e829,60 and over,t,t,1651589415,"Tue, 03 May 2022 14:50:15 +0000",English,,English,Woman,iPhone 13,906,152,shout_data_817d0dcf-e8d6-4c44-a5e1-f5b2a467ec3e.wav,user_49132191-7337-4529-83c6-c34dd6a9e829,surprise,"Tue, 02 Aug 2022 04:20:59 +0000",Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_817d0dcf-e8d6-4c44-a5e1-f5b2a467ec3e.wav,19160,906,/final/chunk00.wav,a fluffy baseboard yogurt division,shout-data\shout-data\shout_data_817d0dcf-e8d6-4c44-a5e1-f5b2a467ec3e\final\chunk00.wav
152,user_49132191-7337-4529-83c6-c34dd6a9e829,60 and over,t,t,1651589415,"Tue, 03 May 2022 14:50:15 +0000",English,,English,Woman,iPhone 13,906,152,shout_data_817d0dcf-e8d6-4c44-a5e1-f5b2a467ec3e.wav,user_49132191-7337-4529-83c6-c34dd6a9e829,surprise,"Tue, 02 Aug 2022 04:20:59 +0000",Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_817d0dcf-e8d6-4c44-a5e1-f5b2a467ec3e.wav,19161,906,/final/chunk20.wav,a fluffy baseboard yogurt division,shout-data\shout-data\shout_data_817d0dcf-e8d6-4c44-a5e1-f5b2a467ec3e\final\chunk20.wav
76,user_401a5752-3faa-46d1-bcb8-68c0ff4d2a80,25-39,t,t,1649516932,"Sat, 09 Apr 2022 15:08:52 +0000",English,,English,Man,iPhone,1693,76,shout_data_fa1a7758-8437-46ce-b0ee-cf6b09a7f5e4.wav,user_401a5752-3faa-46d1-bcb8-68c0ff4d2a80,fear,"Tue, 02 Aug 2022 04:30:31 +0000",Place phone as far away as possible while on on the opposite side of a wall from you face down on a hard surface 17/19,/media/data/shout-data/shout_data_fa1a7758-8437-46ce-b0ee-cf6b09a7f5e4.wav,27091,1693,/final/chunkc.wav,another secretary dog show,shout-data\shout-data\shout_data_fa1a7758-8437-46ce-b0ee-cf6b09a7f5e4\final\chunkc.wav
112,user_195add25-a44e-4a3b-a998-d1984748d0d1,60 and over,t,t,1654184323,"Thu, 02 Jun 2022 15:38:43 +0000",English,,English,Man,Samsung,1696,112,shout_data_f9b431cf-00be-4aa2-be97-1fcede449a75.wav,user_195add25-a44e-4a3b-a998-d1984748d0d1,neutral,"Tue, 02 Aug 2022 04:30:27 +0000",Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_f9b431cf-00be-4aa2-be97-1fcede449a75.wav,27092,1696,/final/chunka.wav,the thunder break craze,shout-data\shout-data\shout_data_f9b431cf-00be-4aa2-be97-1fcede449a75\final\chunka.wav
112,user_195add25-a44e-4a3b-a998-d1984748d0d1,60 and over,t,t,1654184323,"Thu, 02 Jun 2022 15:38:43 +0000",English,,English,Man,Samsung,1696,112,shout_data_f9b431cf-00be-4aa2-be97-1fcede449a75.wav,user_195add25-a44e-4a3b-a998-d1984748d0d1,neutral,"Tue, 02 Aug 2022 04:30:27 +0000",Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_f9b431cf-00be-4aa2-be97-1fcede449a75.wav,27093,1696,/final/chunkb.wav,the thunder break craze,shout-data\shout-data\shout_data_f9b431cf-00be-4aa2-be97-1fcede449a75\final\chunkb.wav
112,user_195add25-a44e-4a3b-a998-d1984748d0d1,60 and over,t,t,1654184323,"Thu, 02 Jun 2022 15:38:43 +0000",English,,English,Man,Samsung,1696,112,shout_data_f9b431cf-00be-4aa2-be97-1fcede449a75.wav,user_195add25-a44e-4a3b-a998-d1984748d0d1,neutral,"Tue, 02 Aug 2022 04:30:27 +0000",Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_f9b431cf-00be-4aa2-be97-1fcede449a75.wav,27094,1696,/final/chunkc.wav,the thunder break craze,shout-data\shout-data\shout_data_f9b431cf-00be-4aa2-be97-1fcede449a75\final\chunkc.wav
143,user_c64a411a-45cc-4d3f-b7a3-fccb3e6b4c63,25-39,t,t,1653312769,"Mon, 23 May 2022 13:32:49 +0000",English,,French,Woman,Samsung,1699,143,shout_data_f99a9ccf-8d27-4b1a-b8d9-3e5e999c5769.wav,user_c64a411a-45cc-4d3f-b7a3-fccb3e6b4c63,disgust,"Tue, 02 Aug 2022 04:30:26 +0000",Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_f99a9ccf-8d27-4b1a-b8d9-3e5e999c5769.wav,27095,1699,/final/chunka.wav,another dog secretary show,shout-data\shout-data\shout_data_f99a9ccf-8d27-4b1a-b8d9-3e5e999c5769\final\chunka.wav
39,user_3a39ad57-e017-47f0-8e29-514e484195bb,25-39,t,t,1654136758,"Thu, 02 Jun 2022 02:25:58 +0000",English,,Croatian,Woman,iPhone 13 Pro,1700,39,shout_data_f97c3a0a-be8c-4035-a90b-090d287bf1d2.wav,user_3a39ad57-e017-47f0-8e29-514e484195bb,sadness,"Tue, 02 Aug 2022 04:30:25 +0000",Place phone on the opposite side of the room in a bag 15/19,/media/data/shout-data/shout_data_f97c3a0a-be8c-4035-a90b-090d287bf1d2.wav,27096,1700,/final/chunka.wav,join the Ear Look club,shout-data\shout-data\shout_data_f97c3a0a-be8c-4035-a90b-090d287bf1d2\final\chunka.wav
39,user_3a39ad57-e017-47f0-8e29-514e484195bb,25-39,t,t,1654136758,"Thu, 02 Jun 2022 02:25:58 +0000",English,,Croatian,Woman,iPhone 13 Pro,1700,39,shout_data_f97c3a0a-be8c-4035-a90b-090d287bf1d2.wav,user_3a39ad57-e017-47f0-8e29-514e484195bb,sadness,"Tue, 02 Aug 2022 04:30:25 +0000",Place phone on the opposite side of the room in a bag 15/19,/media/data/shout-data/shout_data_f97c3a0a-be8c-4035-a90b-090d287bf1d2.wav,27097,1700,/final/chunkb.wav,join the Ear Look club,shout-data\shout-data\shout_data_f97c3a0a-be8c-4035-a90b-090d287bf1d2\final\chunkb.wav
39,user_3a39ad57-e017-47f0-8e29-514e484195bb,25-39,t,t,1654136758,"Thu, 02 Jun 2022 02:25:58 +0000",English,,Croatian,Woman,iPhone 13 Pro,1700,39,shout_data_f97c3a0a-be8c-4035-a90b-090d287bf1d2.wav,user_3a39ad57-e017-47f0-8e29-514e484195bb,sadness,"Tue, 02 Aug 2022 04:30:25 +0000",Place phone on the opposite side of the room in a bag 15/19,/media/data/shout-data/shout_data_f97c3a0a-be8c-4035-a90b-090d287bf1d2.wav,27098,1700,/final/chunkc.wav,join the Ear Look club,shout-data\shout-data\shout_data_f97c3a0a-be8c-4035-a90b-090d287bf1d2\final\chunkc.wav
138,user_f39f7456-112f-4b99-ad53-9ac2b4dd3204,25-39,t,t,1646795098,"Wed, 09 Mar 2022 03:04:58 +0000",English,,Tagalog,Woman,Iphone11,1703,138,shout_data_f909e947-6e46-41b0-b524-7004474f86b2.wav,user_f39f7456-112f-4b99-ad53-9ac2b4dd3204,fear,"Tue, 02 Aug 2022 04:30:24 +0000",Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_f909e947-6e46-41b0-b524-7004474f86b2.wav,27099,1703,/final/chunka.wav,banana and mustard sandwiches,shout-data\shout-data\shout_data_f909e947-6e46-41b0-b524-7004474f86b2\final\chunka.wav
138,user_f39f7456-112f-4b99-ad53-9ac2b4dd3204,25-39,t,t,1646795098,"Wed, 09 Mar 2022 03:04:58 +0000",English,,Tagalog,Woman,Iphone11,1703,138,shout_data_f909e947-6e46-41b0-b524-7004474f86b2.wav,user_f39f7456-112f-4b99-ad53-9ac2b4dd3204,fear,"Tue, 02 Aug 2022 04:30:24 +0000",Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_f909e947-6e46-41b0-b524-7004474f86b2.wav,27100,1703,/final/chunkb.wav,banana and mustard sandwiches,shout-data\shout-data\shout_data_f909e947-6e46-41b0-b524-7004474f86b2\final\chunkb.wav
138,user_f39f7456-112f-4b99-ad53-9ac2b4dd3204,25-39,t,t,1646795098,"Wed, 09 Mar 2022 03:04:58 +0000",English,,Tagalog,Woman,Iphone11,1703,138,shout_data_f909e947-6e46-41b0-b524-7004474f86b2.wav,user_f39f7456-112f-4b99-ad53-9ac2b4dd3204,fear,"Tue, 02 Aug 2022 04:30:24 +0000",Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_f909e947-6e46-41b0-b524-7004474f86b2.wav,27101,1703,/final/chunkc.wav,banana and mustard sandwiches,shout-data\shout-data\shout_data_f909e947-6e46-41b0-b524-7004474f86b2\final\chunkc.wav
124,user_55e53fee-cd3b-4536-87fa-767cd2ca0594,60 and over,t,t,1654979340,"Sat, 11 Jun 2022 20:29:00 +0000",english,,english,Man,microsoft surface,1706,124,shout_data_f89814d7-f0d9-468f-ab58-05200e700a25.wav,user_55e53fee-cd3b-4536-87fa-767cd2ca0594,joy,"Tue, 02 Aug 2022 04:30:22 +0000",Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_f89814d7-f0d9-468f-ab58-05200e700a25.wav,27102,1706,/final/chunka.wav,zebra cats walking on lamps,shout-data\shout-data\shout_data_f89814d7-f0d9-468f-ab58-05200e700a25\final\chunka.wav
35,user_ee6718bb-1ddd-439c-ab61-e9c9d5b6ffae,18-24,t,t,1652196845,"Tue, 10 May 2022 15:34:05 +0000",English,,English,Woman,IPhone,1707,35,shout_data_f86a8764-8913-4ab7-8bd0-c25975c3294e.wav,user_ee6718bb-1ddd-439c-ab61-e9c9d5b6ffae,disgust,"Tue, 02 Aug 2022 04:30:21 +0000",Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_f86a8764-8913-4ab7-8bd0-c25975c3294e.wav,27103,1707,/final/chunka.wav,birds make new jingles,shout-data\shout-data\shout_data_f86a8764-8913-4ab7-8bd0-c25975c3294e\final\chunka.wav
35,user_ee6718bb-1ddd-439c-ab61-e9c9d5b6ffae,18-24,t,t,1652196845,"Tue, 10 May 2022 15:34:05 +0000",English,,English,Woman,IPhone,1707,35,shout_data_f86a8764-8913-4ab7-8bd0-c25975c3294e.wav,user_ee6718bb-1ddd-439c-ab61-e9c9d5b6ffae,disgust,"Tue, 02 Aug 2022 04:30:21 +0000",Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_f86a8764-8913-4ab7-8bd0-c25975c3294e.wav,27104,1707,/final/chunkc.wav,birds make new jingles,shout-data\shout-data\shout_data_f86a8764-8913-4ab7-8bd0-c25975c3294e\final\chunkc.wav
16,user_f14298c7-4084-4074-a818-f1ce7972fa73,25-39,t,t,1655783993,"Tue, 21 Jun 2022 03:59:53 +0000",English,,English,Man,iPhone SE 2020 Model,1709,16,shout_data_f7595bea-eec6-4735-b36c-c37ebc5946cb.wav,user_f14298c7-4084-4074-a818-f1ce7972fa73,fear,"Tue, 02 Aug 2022 04:30:19 +0000",Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_f7595bea-eec6-4735-b36c-c37ebc5946cb.wav,27105,1709,/final/chunka.wav,five dollar slaw onion cure,shout-data\shout-data\shout_data_f7595bea-eec6-4735-b36c-c37ebc5946cb\final\chunka.wav
16,user_f14298c7-4084-4074-a818-f1ce7972fa73,25-39,t,t,1655783993,"Tue, 21 Jun 2022 03:59:53 +0000",English,,English,Man,iPhone SE 2020 Model,1709,16,shout_data_f7595bea-eec6-4735-b36c-c37ebc5946cb.wav,user_f14298c7-4084-4074-a818-f1ce7972fa73,fear,"Tue, 02 Aug 2022 04:30:19 +0000",Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_f7595bea-eec6-4735-b36c-c37ebc5946cb.wav,27106,1709,/final/chunkc.wav,five dollar slaw onion cure,shout-data\shout-data\shout_data_f7595bea-eec6-4735-b36c-c37ebc5946cb\final\chunkc.wav
76,user_401a5752-3faa-46d1-bcb8-68c0ff4d2a80,25-39,t,t,1649516932,"Sat, 09 Apr 2022 15:08:52 +0000",English,,English,Man,iPhone,1711,76,shout_data_f70784c9-187d-4f1d-a2a3-7145678872af.wav,user_401a5752-3faa-46d1-bcb8-68c0ff4d2a80,anger,"Tue, 02 Aug 2022 04:30:18 +0000",Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19,/media/data/shout-data/shout_data_f70784c9-187d-4f1d-a2a3-7145678872af.wav,27107,1711,/final/chunka.wav,zebra cats walking on lamps,shout-data\shout-data\shout_data_f70784c9-187d-4f1d-a2a3-7145678872af\final\chunka.wav
76,user_401a5752-3faa-46d1-bcb8-68c0ff4d2a80,25-39,t,t,1649516932,"Sat, 09 Apr 2022 15:08:52 +0000",English,,English,Man,iPhone,1711,76,shout_data_f70784c9-187d-4f1d-a2a3-7145678872af.wav,user_401a5752-3faa-46d1-bcb8-68c0ff4d2a80,anger,"Tue, 02 Aug 2022 04:30:18 +0000",Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19,/media/data/shout-data/shout_data_f70784c9-187d-4f1d-a2a3-7145678872af.wav,27108,1711,/final/chunkb.wav,zebra cats walking on lamps,shout-data\shout-data\shout_data_f70784c9-187d-4f1d-a2a3-7145678872af\final\chunkb.wav
76,user_401a5752-3faa-46d1-bcb8-68c0ff4d2a80,25-39,t,t,1649516932,"Sat, 09 Apr 2022 15:08:52 +0000",English,,English,Man,iPhone,1711,76,shout_data_f70784c9-187d-4f1d-a2a3-7145678872af.wav,user_401a5752-3faa-46d1-bcb8-68c0ff4d2a80,anger,"Tue, 02 Aug 2022 04:30:18 +0000",Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19,/media/data/shout-data/shout_data_f70784c9-187d-4f1d-a2a3-7145678872af.wav,27109,1711,/final/chunkc.wav,zebra cats walking on lamps,shout-data\shout-data\shout_data_f70784c9-187d-4f1d-a2a3-7145678872af\final\chunkc.wav
152,user_49132191-7337-4529-83c6-c34dd6a9e829,60 and over,t,t,1651589415,"Tue, 03 May 2022 14:50:15 +0000",English,,English,Woman,iPhone 13,1714,152,shout_data_f66b4c7b-b73a-47f2-8ae3-66c46db52a75.wav,user_49132191-7337-4529-83c6-c34dd6a9e829,joy,"Tue, 02 Aug 2022 04:30:17 +0000",Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19,/media/data/shout-data/shout_data_f66b4c7b-b73a-47f2-8ae3-66c46db52a75.wav,27110,1714,/final/chunka.wav,a five special guest treasures,shout-data\shout-data\shout_data_f66b4c7b-b73a-47f2-8ae3-66c46db52a75\final\chunka.wav
152,user_49132191-7337-4529-83c6-c34dd6a9e829,60 and over,t,t,1651589415,"Tue, 03 May 2022 14:50:15 +0000",English,,English,Woman,iPhone 13,1714,152,shout_data_f66b4c7b-b73a-47f2-8ae3-66c46db52a75.wav,user_49132191-7337-4529-83c6-c34dd6a9e829,joy,"Tue, 02 Aug 2022 04:30:17 +0000",Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19,/media/data/shout-data/shout_data_f66b4c7b-b73a-47f2-8ae3-66c46db52a75.wav,27111,1714,/final/chunkb.wav,a five special guest treasures,shout-data\shout-data\shout_data_f66b4c7b-b73a-47f2-8ae3-66c46db52a75\final\chunkb.wav
152,user_49132191-7337-4529-83c6-c34dd6a9e829,60 and over,t,t,1651589415,"Tue, 03 May 2022 14:50:15 +0000",English,,English,Woman,iPhone 13,1714,152,shout_data_f66b4c7b-b73a-47f2-8ae3-66c46db52a75.wav,user_49132191-7337-4529-83c6-c34dd6a9e829,joy,"Tue, 02 Aug 2022 04:30:17 +0000",Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19,/media/data/shout-data/shout_data_f66b4c7b-b73a-47f2-8ae3-66c46db52a75.wav,27112,1714,/final/chunkc.wav,a five special guest treasures,shout-data\shout-data\shout_data_f66b4c7b-b73a-47f2-8ae3-66c46db52a75\final\chunkc.wav
107,user_5c5379fd-9d98-4413-b40b-1a67cd67e9c0,18-24,t,t,1654280377,"Fri, 03 Jun 2022 18:19:37 +0000",English,,English,Woman,iphone 13 pro,1132,107,shout_data_f59803e8-db41-438e-973b-f8d9f679d9df.wav,user_5c5379fd-9d98-4413-b40b-1a67cd67e9c0,joy,"Tue, 02 Aug 2022 04:30:13 +0000",Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_f59803e8-db41-438e-973b-f8d9f679d9df.wav,27113,1132,/final/chunkc.wav,wolf ring lights are fantastic,shout-data\shout-data\shout_data_f59803e8-db41-438e-973b-f8d9f679d9df\final\chunkc.wav
104,user_9412b0d6-97c1-4d96-b9a4-52b1fa02d223,25-39,t,t,1653919822,"Mon, 30 May 2022 14:10:22 +0000",Norwegian,,Norwegian,Man,One + 8,1718,104,shout_data_f57bd114-14bb-4f73-b3d3-ac594e49c95a.wav,user_9412b0d6-97c1-4d96-b9a4-52b1fa02d223,joy,"Tue, 02 Aug 2022 04:30:13 +0000",Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_f57bd114-14bb-4f73-b3d3-ac594e49c95a.wav,27114,1718,/final/chunkb.wav,fluffy baseboard yogurt division,shout-data\shout-data\shout_data_f57bd114-14bb-4f73-b3d3-ac594e49c95a\final\chunkb.wav
1,user_ab36d648-d470-44bc-9176-fbb7cf4633b8,25-39,t,t,1651922944,"Sat, 07 May 2022 11:29:04 +0000",English,,English,Prefer not to disclose,7900948769,1531,1,shout_data_f4f90275-f7f0-480c-8aaf-8bcaf660e347.wav,user_ab36d648-d470-44bc-9176-fbb7cf4633b8,surprise,"Tue, 02 Aug 2022 04:30:10 +0000",Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_f4f90275-f7f0-480c-8aaf-8bcaf660e347.wav,27115,1531,/final/chunka.wav,fluffy baseboard yogurt division,shout-data\shout-data\shout_data_f4f90275-f7f0-480c-8aaf-8bcaf660e347\final\chunka.wav
151,user_7db91077-f4c0-4f12-93d3-a065f5192de2,25-39,t,t,1647714529,"Sat, 19 Mar 2022 18:28:49 +0000",English,,Mandarin,Man,Samsung s8,1720,151,shout_data_f4bbf197-90c4-4524-8385-e0eb46280627.wav,user_7db91077-f4c0-4f12-93d3-a065f5192de2,joy,"Tue, 02 Aug 2022 04:30:09 +0000",Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_f4bbf197-90c4-4524-8385-e0eb46280627.wav,27116,1720,/final/chunka.wav,fluffy baseboard yogurt division,shout-data\shout-data\shout_data_f4bbf197-90c4-4524-8385-e0eb46280627\final\chunka.wav
65,user_afab8741-fdcc-4f8b-937a-0f0f1e8a4030,25-39,t,t,1649499560,"Sat, 09 Apr 2022 10:19:20 +0000",English,,English,Man,IPhone,581,65,shout_data_f3c388b8-6e3e-4072-a2f1-9d6b09e263d0.wav,user_afab8741-fdcc-4f8b-937a-0f0f1e8a4030,fear,"Tue, 02 Aug 2022 04:30:06 +0000",Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_f3c388b8-6e3e-4072-a2f1-9d6b09e263d0.wav,27117,581,/final/chunkc.wav,the thunder break craze,shout-data\shout-data\shout_data_f3c388b8-6e3e-4072-a2f1-9d6b09e263d0\final\chunkc.wav
160,user_98382f57-a4a8-4f1b-8540-9ff916d6c79c,60 and over,t,t,1649702679,"Mon, 11 Apr 2022 18:44:39 +0000",English,,English,Man,I Phone 13,1722,160,shout_data_f377a540-1035-41ca-8245-fe93333f4b52.wav,user_98382f57-a4a8-4f1b-8540-9ff916d6c79c,neutral,"Tue, 02 Aug 2022 04:30:05 +0000",Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19,/media/data/shout-data/shout_data_f377a540-1035-41ca-8245-fe93333f4b52.wav,27118,1722,/final/chunka.wav,snow meteor down the chimney,shout-data\shout-data\shout_data_f377a540-1035-41ca-8245-fe93333f4b52\final\chunka.wav
160,user_98382f57-a4a8-4f1b-8540-9ff916d6c79c,60 and over,t,t,1649702679,"Mon, 11 Apr 2022 18:44:39 +0000",English,,English,Man,I Phone 13,1722,160,shout_data_f377a540-1035-41ca-8245-fe93333f4b52.wav,user_98382f57-a4a8-4f1b-8540-9ff916d6c79c,neutral,"Tue, 02 Aug 2022 04:30:05 +0000",Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19,/media/data/shout-data/shout_data_f377a540-1035-41ca-8245-fe93333f4b52.wav,27119,1722,/final/chunkb.wav,snow meteor down the chimney,shout-data\shout-data\shout_data_f377a540-1035-41ca-8245-fe93333f4b52\final\chunkb.wav
156,user_b23d2fda-da8e-41da-ba5a-133b2d0f0421,40-60,t,t,1653191991,"Sun, 22 May 2022 03:59:51 +0000",English,,English,Woman,I phone7,1070,156,shout_data_f351aa21-a803-41e5-9327-d406bbeef0bf.wav,user_b23d2fda-da8e-41da-ba5a-133b2d0f0421,anger,"Tue, 02 Aug 2022 04:30:04 +0000",Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_f351aa21-a803-41e5-9327-d406bbeef0bf.wav,27120,1070,/final/chunka.wav,a zebra cats walking on lamps,shout-data\shout-data\shout_data_f351aa21-a803-41e5-9327-d406bbeef0bf\final\chunka.wav
156,user_b23d2fda-da8e-41da-ba5a-133b2d0f0421,40-60,t,t,1653191991,"Sun, 22 May 2022 03:59:51 +0000",English,,English,Woman,I phone7,1070,156,shout_data_f351aa21-a803-41e5-9327-d406bbeef0bf.wav,user_b23d2fda-da8e-41da-ba5a-133b2d0f0421,anger,"Tue, 02 Aug 2022 04:30:04 +0000",Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_f351aa21-a803-41e5-9327-d406bbeef0bf.wav,27121,1070,/final/chunkc.wav,zebra cats walking on lamps,shout-data\shout-data\shout_data_f351aa21-a803-41e5-9327-d406bbeef0bf\final\chunkc.wav
102,user_34f00da0-e615-4aef-a40a-8ff9f94921a0,25-39,t,t,1655772535,"Tue, 21 Jun 2022 00:48:55 +0000",English,,English,Woman,iPhone 13,1726,102,shout_data_f342716f-5627-49fd-883e-ab598585627a.wav,user_34f00da0-e615-4aef-a40a-8ff9f94921a0,fear,"Tue, 02 Aug 2022 04:30:03 +0000",Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_f342716f-5627-49fd-883e-ab598585627a.wav,27122,1726,/final/chunka.wav,five special guest treasures,shout-data\shout-data\shout_data_f342716f-5627-49fd-883e-ab598585627a\final\chunka.wav
102,user_34f00da0-e615-4aef-a40a-8ff9f94921a0,25-39,t,t,1655772535,"Tue, 21 Jun 2022 00:48:55 +0000",English,,English,Woman,iPhone 13,1726,102,shout_data_f342716f-5627-49fd-883e-ab598585627a.wav,user_34f00da0-e615-4aef-a40a-8ff9f94921a0,fear,"Tue, 02 Aug 2022 04:30:03 +0000",Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_f342716f-5627-49fd-883e-ab598585627a.wav,27123,1726,/final/chunkc.wav,five special guest treasures,shout-data\shout-data\shout_data_f342716f-5627-49fd-883e-ab598585627a\final\chunkc.wav
89,user_ea623111-8a10-45da-a7cc-7fbf32b1e454,25-39,t,t,1656371411,"Mon, 27 Jun 2022 23:10:11 +0000",English,,Hindi,Woman,iPhone XR,1728,89,shout_data_f3171dc7-9647-4f29-8aae-1b781ae13666.wav,user_ea623111-8a10-45da-a7cc-7fbf32b1e454,fear,"Tue, 02 Aug 2022 04:30:03 +0000",Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_f3171dc7-9647-4f29-8aae-1b781ae13666.wav,27124,1728,/final/chunka.wav,snow meteor down the chimney,shout-data\shout-data\shout_data_f3171dc7-9647-4f29-8aae-1b781ae13666\final\chunka.wav
89,user_ea623111-8a10-45da-a7cc-7fbf32b1e454,25-39,t,t,1656371411,"Mon, 27 Jun 2022 23:10:11 +0000",English,,Hindi,Woman,iPhone XR,1728,89,shout_data_f3171dc7-9647-4f29-8aae-1b781ae13666.wav,user_ea623111-8a10-45da-a7cc-7fbf32b1e454,fear,"Tue, 02 Aug 2022 04:30:03 +0000",Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_f3171dc7-9647-4f29-8aae-1b781ae13666.wav,27125,1728,/final/chunkb.wav,snow meteor down the chimney,shout-data\shout-data\shout_data_f3171dc7-9647-4f29-8aae-1b781ae13666\final\chunkb.wav
55,user_68f22c13-1cd2-4d3f-a6a1-ea9b0c1a7d9a,40-60,t,t,1652696458,"Mon, 16 May 2022 10:20:58 +0000",English,,English,Woman,iPhone,1730,55,shout_data_f30de36d-6c34-42e8-bde3-07a9bfb2d514.wav,user_68f22c13-1cd2-4d3f-a6a1-ea9b0c1a7d9a,anger,"Tue, 02 Aug 2022 04:30:02 +0000",Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_f30de36d-6c34-42e8-bde3-07a9bfb2d514.wav,27126,1730,/final/chunkc.wav,ripped ocean jumper,shout-data\shout-data\shout_data_f30de36d-6c34-42e8-bde3-07a9bfb2d514\final\chunkc.wav
150,user_a7ee909a-815d-4073-8781-79aaccfe3f09,25-39,t,t,1646908109,"Thu, 10 Mar 2022 10:28:29 +0000",English,,English,Woman,iPhone 12,1731,150,shout_data_f2ba02c8-87d5-44eb-be58-6521109158bd.wav,user_a7ee909a-815d-4073-8781-79aaccfe3f09,anger,"Tue, 02 Aug 2022 04:30:01 +0000",Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_f2ba02c8-87d5-44eb-be58-6521109158bd.wav,27127,1731,/final/chunkb.wav,banana and mustard sandwiches,shout-data\shout-data\shout_data_f2ba02c8-87d5-44eb-be58-6521109158bd\final\chunkb.wav
150,user_a7ee909a-815d-4073-8781-79aaccfe3f09,25-39,t,t,1646908109,"Thu, 10 Mar 2022 10:28:29 +0000",English,,English,Woman,iPhone 12,1731,150,shout_data_f2ba02c8-87d5-44eb-be58-6521109158bd.wav,user_a7ee909a-815d-4073-8781-79aaccfe3f09,anger,"Tue, 02 Aug 2022 04:30:01 +0000",Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_f2ba02c8-87d5-44eb-be58-6521109158bd.wav,27128,1731,/final/chunkc.wav,banana and mustard sandwiches,shout-data\shout-data\shout_data_f2ba02c8-87d5-44eb-be58-6521109158bd\final\chunkc.wav
118,user_0140dc3d-f668-4317-b709-54f94337fe44,40-60,t,t,1651784967,"Thu, 05 May 2022 21:09:27 +0000",English,,spanish,Woman,iOS,1733,118,shout_data_7f4525c7-0658-44e1-97eb-424e5ad07e09.wav,user_0140dc3d-f668-4317-b709-54f94337fe44,neutral,"Tue, 02 Aug 2022 04:20:47 +0000",Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_7f4525c7-0658-44e1-97eb-424e5ad07e09.wav,27129,1733,/final/chunka.wav,join the Ear Look club,shout-data\shout-data\shout_data_7f4525c7-0658-44e1-97eb-424e5ad07e09\final\chunka.wav
